Age,TV
66,54
80,0
30,150
41,155
30,156
54,0
17,375
57,240
45,150
43,60
17,120
45,0
64,604
56,70
56,120
75,90
71,180
71,308
54,40
39,155
41,232
38,20
25,135
43,65
80,61
39,60
67,335
26,400
46,0
34,90
58,115
51,100
27,529
28,248
67,450
48,200
43,0
40,0
49,240
57,135
58,330
34,210
42,0
58,0
30,0
49,165
80,40
71,210
24,215
45,239
56,180
30,90
50,210
37,240
57,300
61,265
67,45
52,580
31,0
25,90
21,80
40,0
15,0
31,452
31,0
41,70
26,257
48,125
37,30
22,105
48,20
63,120
72,253
17,165
29,45
54,459
17,180
56,0
48,120
61,120
58,160
49,120
40,240
43,130
49,80
68,208
46,55
65,388
31,180
31,75
50,180
47,0
27,120
31,0
45,225
53,90
55,0
56,135
31,90
61,378
42,55
74,150
16,0
59,150
64,85
31,280
48,60
75,945
16,30
75,800
39,42
69,300
80,290
50,330
80,60
60,240
54,40
62,90
15,150
47,305
69,130
66,705
53,320
37,190
17,210
76,550
16,450
37,285
29,259
74,376
75,205
50,60
33,120
57,222
58,104
73,180
80,255
59,270
38,0
61,0
53,175
62,180
67,260
42,230
71,347
16,120
69,312
37,210
40,153
15,90
53,30
32,0
46,235
62,120
36,310
18,120
18,0
47,35
72,240
51,255
39,140
56,120
57,0
42,210
54,180
18,160
47,86
56,170
58,72
60,385
29,0
69,190
24,120
40,70
38,30
38,38
44,0
49,64
51,452
23,30
72,0
17,82
36,60
44,551
44,0
66,45
21,180
67,353
19,38
43,181
62,410
44,535
80,225
68,175
28,236
17,90
53,180
34,105
21,65
17,295
60,0
21,120
54,0
17,180
40,40
49,270
48,0
27,295
19,0
53,540
66,135
55,88
31,45
80,285
38,45
26,275
35,0
41,220
43,0
50,45
16,245
31,0
63,0
40,0
53,180
20,45
39,270
39,0
51,240
41,305
18,350
57,120
28,15
22,215
38,360
46,0
35,0
41,0
25,90
20,90
31,0
34,120
35,0
31,0
34,0
42,30
17,325
41,110
54,100
67,710
46,195
20,100
22,192
16,0
43,35
34,165
54,260
43,208
34,60
30,180
17,120
66,120
56,120
67,30
36,0
34,60
65,120
45,0
35,0
25,15
30,70
44,0
46,60
61,150
52,340
21,0
44,60
65,175
43,30
62,380
51,45
41,50
43,0
39,295
19,60
68,60
51,0
20,0
62,0
48,0
58,210
39,0
53,0
35,240
24,600
40,65
49,0
63,0
18,60
59,80
27,0
76,0
17,120
60,270
15,60
59,605
34,0
64,0
46,175
53,180
34,390
34,240
32,92
70,315
41,260
48,0
43,278
68,530
60,0
59,225
40,145
28,270
54,0
43,41
46,625
15,90
59,180
56,490
44,190
28,60
73,228
41,95
27,530
48,354
40,496
52,510
42,0
39,75
67,517
27,0
39,181
48,30
59,128
71,160
16,90
17,425
25,240
24,188
28,195
27,10
75,240
15,95
25,0
21,240
26,825
55,230
28,413
80,255
70,335
63,240
70,90
44,0
33,0
73,266
80,360
17,300
40,45
45,0
54,90
60,195
23,90
33,210
43,260
22,705
67,180
32,155
39,0
52,0
59,275
63,52
43,0
56,150
48,60
39,290
55,270
61,0
48,0
71,510
63,335
27,0
19,50
29,0
24,330
59,235
63,240
34,180
57,120
61,30
56,199
57,158
61,0
77,300
23,315
48,0
41,0
31,195
51,42
23,480
71,415
36,266
54,0
68,460
36,20
34,144
34,0
35,130
46,45
22,160
32,240
37,345
57,0
80,509
46,60
46,0
66,110
17,0
55,0
52,241
23,0
51,700
55,15
74,215
52,0
47,0
26,194
39,30
69,245
27,290
19,300
45,0
49,0
46,90
46,135
34,35
47,390
66,0
36,90
61,60
65,195
19,203
28,0
30,135
51,60
54,240
34,275
19,300
47,60
15,120
50,375
23,30
53,45
35,240
37,120
15,0
50,50
25,0
18,90
58,210
40,0
55,230
26,65
51,180
36,552
80,120
20,183
50,90
45,105
45,0
75,105
35,90
59,2
30,0
67,240
48,0
68,325
41,0
80,180
50,450
15,110
57,120
60,340
45,178
32,140
61,260
47,60
34,90
56,30
80,250
78,555
48,90
42,0
65,150
34,70
44,120
55,364
18,120
15,0
22,225
58,0
18,30
21,115
56,385
62,995
17,115
76,240
75,170
56,35
57,30
48,240
33,101
61,30
37,45
44,270
16,105
36,35
27,0
47,480
45,180
46,285
53,15
49,155
68,30
26,175
67,80
56,340
31,83
51,95
74,210
21,200
25,147
25,123
64,612
35,145
46,685
36,0
16,442
19,0
74,210
22,180
36,45
74,115
23,110
29,70
49,500
73,165
20,120
46,120
47,30
16,70
50,0
38,30
48,180
62,60
64,263
67,505
43,60
17,30
46,205
72,255
36,20
40,0
38,0
53,220
48,180
51,481
52,0
34,0
29,414
80,630
66,150
44,0
72,40
34,315
64,240
69,103
58,530
46,120
59,0
38,390
30,258
58,0
44,60
42,180
55,0
17,0
78,0
60,149
37,30
67,225
39,8
42,225
54,120
30,580
30,85
63,288
64,240
16,90
17,150
59,140
45,325
27,181
57,30
42,140
80,30
74,60
35,0
37,80
39,80
37,315
49,165
80,500
50,0
37,0
30,0
43,0
61,150
52,465
32,35
16,0
39,60
53,405
52,44
28,60
65,394
39,0
66,275
75,603
52,30
75,94
51,45
51,238
46,65
67,375
63,60
45,94
34,0
15,125
33,172
76,0
52,0
54,281
41,240
44,380
32,0
34,124
37,145
48,0
36,0
45,25
36,140
37,0
80,570
61,150
44,0
53,10
25,78
75,335
21,0
18,195
40,160
77,185
38,90
80,548
76,250
32,90
50,430
30,312
37,395
39,0
37,90
37,0
25,85
40,150
49,120
51,0
24,90
39,120
38,133
48,125
26,81
19,155
72,0
20,0
17,90
17,0
61,80
32,0
41,190
50,105
65,455
40,155
56,40
73,60
34,175
52,89
31,190
53,360
27,135
35,0
53,10
44,130
80,110
53,120
44,0
29,210
56,243
56,180
42,0
80,45
56,210
75,190
30,150
75,150
64,420
55,270
52,430
76,60
74,490
47,688
80,470
17,0
63,0
54,0
50,600
42,60
17,90
80,40
53,150
58,65
29,0
56,0
75,135
73,265
58,720
20,388
80,0
41,90
50,0
36,140
70,0
75,249
44,0
23,80
50,372
45,285
40,435
47,84
43,0
59,0
56,0
80,0
43,135
60,120
41,0
78,60
80,165
47,225
38,120
59,45
43,15
47,0
74,193
22,172
64,180
52,0
66,495
42,0
53,60
37,35
29,115
30,120
62,235
69,175
45,230
67,140
53,320
30,60
24,430
55,50
57,250
44,255
16,0
75,180
37,0
16,30
48,60
62,30
67,312
46,70
52,15
80,0
63,60
24,240
70,780
51,120
62,233
63,430
27,0
66,180
59,50
46,0
49,30
47,0
67,170
54,161
60,60
50,0
63,204
50,60
43,270
16,110
63,960
55,230
16,0
68,145
52,0
40,0
45,30
61,345
80,60
42,62
38,0
43,272
29,460
15,105
80,855
32,0
54,300
48,260
16,75
26,410
32,240
26,90
19,240
18,200
62,362
30,120
22,45
59,119
48,108
53,178
80,205
48,120
39,0
32,345
49,0
32,815
62,70
80,270
33,0
40,40
16,120
49,55
44,20
36,180
59,660
15,275
31,130
19,0
73,75
62,0
43,438
35,145
25,240
29,40
32,277
51,130
57,140
51,30
34,15
76,180
19,140
35,210
62,105
47,35
80,60
15,555
80,90
37,420
70,240
52,0
31,255
34,80
52,0
40,160
39,120
71,240
76,364
40,0
39,15
77,210
59,230
16,163
46,125
76,275
73,260
26,925
59,191
27,175
43,30
80,855
80,150
25,410
26,50
77,265
30,110
45,35
80,405
66,115
26,165
75,180
61,210
80,330
49,100
80,425
80,540
80,470
37,45
50,105
47,335
20,180
40,135
51,0
42,540
37,400
53,0
17,120
43,150
45,240
55,0
40,145
32,320
44,140
54,0
36,60
21,0
19,100
38,0
66,376
17,120
33,0
17,0
24,522
68,310
27,825
71,225
75,288
71,180
41,70
68,178
66,540
78,275
55,365
17,180
38,55
57,240
39,0
16,12
22,180
33,60
65,235
51,110
24,180
57,0
33,195
28,30
60,274
24,295
72,300
46,135
52,20
46,10
34,300
45,150
26,140
41,220
48,0
47,90
65,285
52,60
23,505
18,0
79,60
16,0
39,145
63,275
49,0
48,90
52,145
56,140
44,165
44,25
77,275
55,250
33,20
29,0
64,180
79,30
80,560
76,136
68,210
27,0
32,60
77,180
43,30
24,150
40,60
35,0
73,15
20,120
53,75
62,405
56,0
41,90
39,30
75,105
71,210
33,90
34,0
50,292
70,124
24,105
71,60
75,115
80,90
32,180
34,90
39,180
33,0
54,0
36,125
22,60
53,125
80,90
50,75
46,240
45,120
57,0
52,320
48,0
19,40
44,180
46,275
62,20
60,0
31,90
17,330
80,360
35,0
52,0
45,425
35,385
61,90
29,90
68,611
35,256
71,130
71,175
33,5
21,134
23,0
44,315
42,240
19,165
72,180
52,280
29,270
49,190
30,300
51,555
60,444
80,387
36,150
34,180
37,876
22,0
39,130
49,580
57,405
34,175
35,250
31,90
44,0
35,60
26,75
66,180
40,360
48,102
22,170
28,210
28,310
64,180
78,240
16,0
48,0
52,378
36,210
46,315
76,525
52,165
15,58
60,275
69,90
80,283
80,90
34,0
15,200
18,0
25,120
67,570
40,240
23,300
73,120
30,84
75,450
17,208
32,355
45,680
27,120
55,175
30,133
36,15
62,0
28,230
59,30
57,0
80,660
69,60
16,0
71,357
41,195
36,0
35,300
32,270
39,185
65,515
45,120
59,120
63,672
20,0
58,400
80,240
34,214
69,70
59,165
39,75
72,595
61,225
44,190
34,120
41,120
58,150
78,60
15,0
44,150
36,265
31,150
55,285
60,270
63,555
35,105
41,0
24,360
75,265
42,95
67,240
50,135
39,60
17,145
26,210
52,120
25,0
62,130
63,810
44,70
58,560
42,348
77,0
57,375
31,95
79,475
46,160
78,140
39,60
56,55
33,280
57,270
43,183
57,690
19,60
76,60
47,380
46,120
77,170
78,480
21,215
58,315
56,215
80,250
80,255
80,660
38,30
47,630
51,420
26,200
77,300
80,645
38,60
66,165
73,245
26,250
57,695
39,60
58,100
65,240
79,120
56,330
54,310
35,20
49,269
71,250
15,130
44,135
42,120
40,60
52,0
57,300
44,349
60,38
17,0
16,265
39,655
24,180
38,0
35,90
67,0
51,330
56,325
37,105
46,210
57,255
34,70
68,265
28,60
44,830
26,100
43,30
62,50
34,65
50,240
57,460
40,555
50,44
37,320
37,30
49,120
57,370
51,343
50,90
22,330
26,0
53,360
48,235
37,0
51,120
42,15
47,199
21,240
49,40
44,84
46,150
24,0
30,90
26,15
31,0
32,0
43,0
30,150
22,120
80,210
62,0
39,15
38,180
57,75
40,180
61,290
15,474
46,200
15,410
80,30
15,0
26,265
66,208
30,105
36,380
45,360
36,135
34,90
32,0
74,150
45,0
42,235
52,10
70,120
52,328
48,83
38,216
28,120
45,0
16,60
39,270
26,70
78,360
49,153
57,330
47,735
37,270
16,90
68,0
70,650
71,230
50,90
78,450
20,180
24,60
68,370
68,0
31,135
72,420
25,35
60,0
51,0
34,510
36,0
33,330
65,55
17,330
56,120
56,170
80,450
53,224
69,180
15,60
42,0
47,75
40,260
57,159
42,307
67,892
35,150
29,340
63,150
68,235
25,60
63,230
15,60
55,120
60,430
19,230
46,320
18,270
35,0
49,668
68,270
57,35
27,335
39,50
56,0
38,270
77,75
40,263
56,30
28,144
19,90
73,80
80,0
78,270
29,0
64,430
74,700
46,100
57,235
85,150
40,35
55,0
60,210
49,485
85,269
43,60
43,150
59,0
47,180
41,325
33,135
63,94
64,270
51,225
30,90
41,60
34,0
30,630
44,240
25,95
53,374
31,190
62,80
57,210
66,60
44,0
18,105
50,320
41,0
22,90
49,90
44,255
50,60
47,210
33,0
34,0
49,120
61,0
22,210
76,90
57,283
74,0
30,460
40,60
42,0
52,860
62,95
29,200
41,90
34,90
50,420
67,235
36,108
63,460
42,260
56,125
35,212
15,60
32,90
75,280
22,210
48,135
34,278
44,370
57,30
57,180
55,110
80,300
20,480
85,315
54,262
74,485
37,60
33,0
47,20
32,120
46,180
75,570
46,175
41,175
65,475
76,75
61,20
30,90
28,120
50,545
78,600
45,84
53,0
36,22
63,82
59,0
53,80
60,320
35,60
70,365
66,390
72,0
57,227
28,30
44,120
35,85
28,280
39,0
16,195
58,0
53,210
41,115
75,480
26,180
49,30
55,240
54,455
61,184
15,0
25,0
47,0
64,90
37,135
33,135
30,110
74,90
49,275
47,85
34,202
26,202
85,340
34,0
34,410
43,199
63,180
41,170
21,0
52,50
72,992
68,640
29,175
27,30
34,170
61,15
73,60
55,210
18,130
28,325
17,125
25,450
17,135
44,270
50,90
42,0
42,400
50,320
60,50
34,270
42,0
26,0
29,0
32,0
49,60
66,295
38,90
23,465
58,200
49,165
30,45
31,60
53,110
25,210
51,0
33,70
33,315
41,235
52,440
15,120
46,35
50,60
57,0
56,610
56,120
19,0
25,10
25,375
33,140
38,60
18,270
37,350
22,595
37,360
41,140
43,290
53,690
38,125
46,30
68,30
42,90
27,125
44,90
33,124
33,0
43,0
54,0
33,180
28,435
52,200
60,240
44,90
49,0
47,0
55,30
43,120
19,99
43,0
16,120
15,90
46,140
43,480
78,390
53,120
64,475
61,180
58,0
16,488
74,403
22,185
47,90
17,0
68,830
39,30
42,150
25,120
17,180
23,115
16,238
51,60
32,739
16,0
32,390
30,0
45,115
19,420
64,30
44,400
22,299
26,45
53,60
40,600
53,180
49,165
63,90
60,0
44,148
56,595
50,90
32,60
26,143
25,120
25,90
50,190
24,123
43,120
36,108
44,15
22,360
40,220
59,210
34,0
36,305
72,125
47,35
28,137
25,605
65,500
46,0
61,270
40,77
45,322
63,200
47,55
59,30
53,300
20,375
17,198
23,105
33,278
31,115
27,194
27,30
35,120
23,130
50,255
17,120
30,0
53,120
53,210
80,595
46,105
56,360
54,350
44,0
53,75
52,240
80,140
22,0
55,0
33,0
35,557
54,90
50,165
32,34
15,50
49,460
68,140
29,77
48,0
27,120
47,295
34,330
60,60
37,480
48,100
16,120
46,720
43,0
15,120
26,0
50,120
57,555
47,20
32,90
33,90
66,140
43,85
50,155
63,0
30,330
60,150
41,210
22,0
54,75
26,300
34,110
35,60
35,5
29,75
70,60
50,0
36,0
70,413
39,165
18,225
65,60
22,238
32,0
37,40
53,150
42,160
22,110
24,180
27,180
85,310
34,449
21,240
55,259
32,120
33,280
26,41
30,258
79,415
22,395
21,360
57,88
35,205
26,170
31,179
38,45
35,214
36,90
45,0
41,185
35,105
55,60
35,0
26,180
50,220
32,90
16,198
41,0
32,15
50,120
58,185
32,235
36,345
24,0
44,120
50,59
39,420
26,265
55,0
75,345
26,105
18,0
31,0
65,225
32,120
17,0
29,690
53,0
48,30
49,150
15,0
56,690
80,60
59,75
35,125
39,100
65,620
51,140
34,0
42,0
58,146
40,165
64,130
37,120
18,590
85,780
36,90
33,0
37,90
37,690
52,0
18,290
42,140
39,150
42,180
49,87
44,200
33,185
60,193
39,290
60,220
22,0
63,135
29,0
29,210
72,120
53,0
36,191
47,240
51,460
49,0
51,60
44,30
19,88
48,60
18,130
57,0
24,180
23,360
65,60
40,0
42,50
18,90
52,135
46,0
67,180
46,210
28,132
37,240
29,0
39,0
62,290
57,337
18,450
66,240
23,165
43,30
77,240
49,230
50,30
51,90
41,0
19,180
51,300
56,0
61,688
73,120
45,165
41,160
65,60
41,90
35,0
36,20
49,165
45,120
67,30
45,240
58,0
72,300
49,150
64,150
39,420
47,295
23,0
43,20
39,30
16,60
72,230
55,90
46,180
31,120
29,0
59,40
28,191
27,180
65,450
63,90
35,31
17,184
29,480
30,150
20,280
15,225
52,285
55,120
55,150
40,175
43,0
44,60
29,120
18,450
19,65
53,150
48,285
41,410
68,0
39,0
20,120
34,275
17,0
38,420
56,30
45,120
43,165
27,370
16,0
78,120
77,45
38,30
33,0
44,45
61,90
24,45
41,140
49,30
49,285
26,150
62,865
75,275
41,60
43,323
52,0
76,275
51,660
35,137
48,255
35,60
79,181
17,33
52,410
41,810
50,154
17,180
37,345
17,140
73,560
65,380
56,225
76,701
74,0
80,30
63,307
20,185
45,105
72,70
51,145
46,120
40,250
80,80
48,60
37,700
26,244
27,90
34,240
59,0
28,175
15,55
24,0
48,195
78,100
80,505
56,180
52,0
40,45
42,0
42,420
36,70
35,220
26,120
33,0
38,54
44,135
57,0
29,180
77,315
50,150
28,105
34,60
65,150
17,0
17,180
32,80
15,90
73,420
47,60
44,0
45,220
48,132
78,240
71,60
18,90
27,0
50,370
26,0
26,75
67,90
50,0
68,180
59,105
29,120
74,458
22,398
85,387
30,0
46,695
31,125
66,0
51,150
51,15
80,780
50,335
85,245
17,265
43,128
55,194
57,303
43,145
63,235
37,135
37,315
18,120
80,210
49,140
44,90
75,285
22,110
52,280
71,0
57,210
40,150
28,120
41,0
32,90
38,145
20,0
25,240
33,20
39,357
18,530
60,240
27,165
48,0
26,145
32,148
38,410
85,390
44,255
29,50
76,235
41,190
63,335
53,440
41,215
32,597
35,289
40,150
61,150
37,135
68,356
39,228
37,60
80,225
35,60
57,30
80,420
43,120
24,10
57,180
26,115
26,0
23,73
68,0
43,145
44,100
37,240
31,30
61,260
80,439
47,575
21,185
24,90
58,330
64,650
53,95
80,0
47,0
36,240
26,270
51,200
45,0
17,133
42,440
48,465
38,320
37,470
36,120
41,0
16,185
21,285
38,195
74,420
43,79
55,45
20,90
23,0
85,350
40,265
49,100
22,180
34,0
64,15
69,0
64,300
33,270
42,60
49,90
58,405
55,120
30,225
57,75
42,300
63,137
45,555
49,170
79,155
57,780
39,60
44,120
27,175
50,0
31,250
48,570
46,87
52,425
37,0
68,179
38,0
61,142
16,90
39,0
75,300
17,247
40,175
34,250
54,90
38,278
61,165
29,260
80,0
34,300
36,0
44,685
45,0
38,0
40,120
26,185
22,40
23,480
44,60
42,270
34,150
56,255
44,220
24,60
34,30
71,293
61,100
69,240
49,90
30,690
28,225
25,35
37,0
31,245
78,140
34,700
61,75
85,30
27,265
65,0
43,360
78,159
54,90
48,190
62,85
23,360
61,340
40,240
55,0
50,0
56,10
26,110
43,0
40,30
43,425
47,210
79,120
54,0
44,213
44,0
27,275
44,0
35,246
64,150
80,15
42,155
38,270
85,420
57,280
23,0
58,0
28,0
60,150
50,165
23,120
46,580
68,90
16,210
52,190
41,170
34,60
41,637
44,0
40,0
35,120
63,0
53,395
24,390
32,90
52,146
56,135
72,135
28,108
59,0
53,125
33,28
27,133
53,480
74,180
45,30
31,195
80,60
16,130
47,160
76,60
52,630
39,120
15,30
20,245
71,0
41,150
44,265
28,0
48,45
75,265
31,120
25,145
15,60
70,330
44,60
51,0
25,165
55,710
34,120
24,120
39,120
32,105
46,225
28,210
35,0
33,145
63,220
77,225
30,0
51,0
49,190
60,0
64,150
37,15
70,120
54,60
53,0
85,255
85,505
57,270
76,120
17,275
52,0
26,190
32,0
47,90
74,205
24,135
39,60
51,0
52,135
28,195
44,240
74,0
56,180
56,180
76,190
17,0
31,0
65,0
53,450
74,370
33,90
15,270
39,650
60,389
64,0
25,210
76,85
45,45
35,210
25,0
56,120
54,155
61,215
19,450
32,120
40,0
57,300
57,0
68,840
61,95
25,390
47,0
49,440
31,135
16,30
54,0
36,0
37,130
42,60
59,254
22,0
44,340
50,405
36,270
85,730
80,370
33,60
32,60
64,135
41,0
20,60
42,0
34,180
54,200
36,30
80,205
69,270
42,60
45,320
51,265
16,61
50,424
21,185
47,575
80,30
35,375
78,60
80,120
85,135
45,0
75,60
80,330
17,80
53,60
68,70
49,60
35,120
65,95
59,220
43,215
23,0
34,91
56,30
75,0
29,30
48,15
69,305
79,625
54,60
66,655
45,120
38,0
42,400
69,0
54,180
38,297
59,118
63,120
78,120
73,60
64,280
46,78
57,250
40,15
73,700
47,240
56,570
27,57
47,120
51,325
35,575
68,0
39,570
45,0
41,120
23,0
39,15
22,60
62,195
70,0
22,270
36,0
27,240
50,200
43,210
23,0
57,120
41,360
76,0
18,85
56,275
38,329
39,60
49,335
54,135
43,0
58,195
27,0
47,757
38,0
35,130
32,120
32,0
42,0
38,415
53,505
73,260
53,0
43,30
42,280
52,180
37,0
66,265
62,400
41,300
68,120
46,0
56,395
65,60
57,325
22,700
80,585
62,180
70,0
65,0
67,10
20,225
46,0
24,35
37,135
61,185
56,862
57,355
41,0
36,155
21,120
38,225
41,0
66,350
85,85
37,570
54,250
31,170
63,48
17,120
64,140
41,140
16,0
41,60
77,360
53,353
44,1070
28,120
85,60
69,530
20,55
80,391
42,30
32,255
52,0
25,0
50,65
20,40
62,60
35,60
37,700
57,105
40,60
33,225
45,210
74,180
46,0
20,180
61,387
31,55
75,180
34,165
46,195
20,230
74,690
76,683
29,275
23,110
41,0
62,0
38,263
64,405
77,370
30,150
80,147
45,620
43,180
46,130
54,0
80,0
29,0
52,0
43,0
77,240
50,145
71,90
41,180
78,0
70,300
49,90
41,30
65,230
41,0
54,170
80,330
22,325
49,0
44,166
28,87
59,301
15,142
52,255
75,330
28,20
37,195
79,0
59,0
59,210
40,210
33,120
55,165
32,60
74,45
51,0
48,0
66,455
47,270
39,309
71,45
72,330
42,60
33,626
52,275
27,0
62,60
57,758
40,30
32,300
40,0
61,110
17,262
55,25
19,30
54,30
15,0
33,175
48,510
23,10
57,163
37,120
57,90
70,210
35,0
56,587
30,150
35,120
49,275
68,90
62,415
36,60
38,75
16,160
52,523
19,60
80,335
34,399
24,235
22,0
64,500
53,71
49,120
44,120
21,125
47,69
24,88
46,120
40,0
42,630
42,195
26,180
33,150
35,120
28,60
24,55
54,520
30,200
35,195
43,0
68,173
46,180
33,120
69,295
67,316
40,73
27,150
31,115
44,300
30,0
79,200
69,100
42,258
40,0
27,120
44,120
71,250
57,0
51,442
70,180
15,330
44,0
52,0
56,60
64,345
29,4
22,120
66,0
52,755
64,80
58,160
32,480
29,30
56,30
53,0
61,340
67,189
19,125
57,0
75,470
41,30
26,330
48,820
31,525
33,360
29,200
33,345
64,200
24,0
38,90
31,53
46,180
43,115
62,365
31,345
57,375
46,5
37,0
42,30
40,270
66,240
45,60
56,180
49,0
17,357
35,180
34,0
36,420
37,180
46,60
45,0
25,50
41,59
63,209
46,90
43,190
27,150
17,120
17,0
75,510
48,120
71,180
66,20
46,225
41,0
31,60
33,80
34,322
34,60
37,15
38,150
36,45
55,95
33,0
40,210
45,135
50,119
24,60
33,275
30,120
28,60
47,120
40,195
55,222
24,0
49,300
41,0
35,300
15,0
39,0
42,25
73,490
40,30
38,135
31,255
39,416
61,242
46,0
22,215
46,180
16,0
17,90
24,512
17,120
69,288
49,0
85,180
27,220
55,268
17,75
32,142
35,60
48,175
72,0
42,0
39,300
57,90
20,5
38,205
50,195
24,0
31,60
55,0
36,110
49,15
63,120
18,90
75,570
75,60
32,270
21,60
56,60
70,586
40,175
37,0
42,240
80,120
17,0
48,102
31,590
56,625
36,140
63,150
69,85
22,159
30,750
57,0
66,0
36,30
44,90
50,155
17,260
59,195
15,163
36,240
73,420
78,150
52,0
26,440
47,70
65,270
63,0
38,376
57,470
34,413
44,138
45,110
64,645
31,0
17,120
51,75
73,490
57,175
53,209
26,120
40,0
51,0
44,310
36,135
72,345
58,685
32,240
78,175
37,60
67,0
33,30
79,229
69,60
20,145
45,400
57,320
36,100
54,120
80,260
38,150
52,0
46,30
31,265
38,30
39,165
36,147
41,60
43,205
61,315
43,135
63,510
46,195
38,90
46,123
61,189
57,174
64,220
36,240
16,0
51,150
74,340
39,260
37,190
80,420
54,265
49,125
15,195
20,150
62,0
61,439
24,263
27,90
34,44
36,420
66,0
30,208
32,30
39,100
40,78
47,60
57,0
43,155
52,0
45,190
40,100
51,150
18,0
31,330
80,360
80,392
62,66
47,300
16,655
43,420
16,85
48,10
35,210
65,30
35,147
43,330
15,0
31,120
41,0
18,30
80,0
29,25
42,690
61,540
75,0
42,0
49,60
43,195
51,25
62,60
56,0
50,38
73,60
35,60
42,82
33,75
33,120
61,0
34,0
64,0
54,235
23,80
44,60
75,35
47,135
35,264
62,0
48,90
61,204
53,30
40,180
77,130
15,0
35,83
26,390
67,285
45,0
45,149
80,185
53,120
32,300
48,248
35,135
60,90
35,30
37,180
51,0
54,0
36,182
61,0
45,0
53,45
26,60
31,0
62,110
85,240
74,340
34,60
19,175
49,240
56,0
37,120
58,0
33,120
39,430
66,120
85,9
53,320
53,120
35,30
43,90
32,30
41,150
34,71
60,270
41,0
38,175
37,226
33,120
46,285
33,60
40,120
38,160
51,685
39,60
80,0
17,30
60,30
70,105
30,134
56,300
43,180
79,25
31,395
33,280
30,0
58,345
76,295
65,479
64,140
57,55
58,750
52,0
41,490
40,30
77,345
75,423
56,104
54,0
19,174
74,255
56,170
33,180
64,480
21,216
38,0
74,90
42,270
42,265
37,0
68,195
33,60
37,260
31,252
68,525
34,0
58,270
49,30
41,125
27,0
41,200
21,252
58,0
40,148
15,60
47,90
33,295
33,80
19,60
40,30
69,120
53,345
75,810
15,210
74,230
33,270
42,270
66,270
47,0
45,105
44,0
55,90
38,90
36,390
58,113
26,30
53,250
27,80
54,225
64,855
75,790
80,440
36,0
85,565
32,523
43,80
46,320
20,210
54,0
58,120
17,180
17,240
52,411
36,0
56,165
52,560
72,340
18,0
22,0
24,397
42,135
73,520
34,170
76,545
30,295
44,300
80,0
23,208
20,45
53,45
80,380
16,240
43,0
63,165
30,360
32,60
80,60
34,0
27,234
56,120
55,240
29,197
41,90
78,90
41,193
44,1190
35,0
34,360
79,30
34,315
52,570
34,265
60,250
40,205
85,410
62,261
20,0
38,30
45,210
34,130
28,120
46,360
25,0
69,240
76,0
51,30
59,180
36,120
41,180
16,325
45,135
75,365
77,90
76,210
19,855
34,120
54,45
40,120
42,60
16,0
47,325
80,210
31,75
66,120
56,10
38,0
39,0
62,0
69,260
57,360
74,700
35,205
42,120
65,120
59,330
51,440
73,60
33,30
31,130
53,60
33,400
26,120
45,370
24,5
58,0
61,155
37,120
21,60
50,155
29,360
23,150
63,120
53,0
33,0
43,0
39,90
66,30
60,95
40,15
39,60
73,450
30,180
47,135
45,0
36,40
31,151
36,60
79,300
56,150
32,0
15,300
68,443
51,150
15,525
45,0
37,0
48,265
42,90
38,0
26,169
36,0
77,645
28,110
54,285
24,270
53,267
72,90
49,75
21,120
58,170
17,130
42,73
77,120
55,110
59,120
47,98
69,0
61,160
59,50
38,600
59,60
30,250
47,120
65,120
61,405
17,167
44,100
67,360
68,225
34,81
36,113
59,340
74,301
23,0
22,110
25,65
63,130
32,170
66,320
52,350
38,90
73,200
19,264
31,60
29,60
26,246
38,270
31,60
65,520
59,115
27,0
42,60
36,0
15,135
48,45
46,227
54,45
32,0
29,90
19,120
57,115
61,40
52,0
67,310
44,180
50,60
18,240
47,120
55,338
18,200
41,0
52,300
29,278
35,0
62,17
39,105
50,120
50,30
80,175
34,163
67,90
19,0
32,180
59,0
41,66
63,224
77,130
20,179
32,150
22,568
39,130
65,0
43,0
60,165
48,240
18,200
45,0
53,0
29,50
55,300
26,400
65,400
77,270
46,15
67,120
39,120
51,240
42,300
56,30
48,481
17,90
39,120
37,145
80,0
33,90
51,210
24,0
27,0
41,130
32,285
34,0
33,95
80,527
38,239
36,245
52,540
46,30
47,180
80,135
35,0
69,136
38,0
61,205
62,0
37,20
22,120
33,0
64,345
47,130
25,564
56,105
33,206
37,55
33,28
31,75
72,0
77,375
85,107
60,0
34,175
61,10
78,220
80,195
26,205
36,245
19,180
32,90
44,269
17,30
69,288
54,0
20,0
52,310
78,0
74,420
85,270
35,145
26,90
49,170
32,120
16,235
71,60
23,37
50,0
59,170
75,750
49,0
47,560
26,120
24,213
45,120
74,60
21,220
15,0
76,590
34,308
34,240
16,94
35,230
60,135
71,60
61,45
28,300
15,90
69,0
18,222
85,300
15,230
39,180
66,450
46,585
21,0
31,145
48,45
69,465
29,150
28,0
23,60
36,300
60,0
30,130
51,120
54,490
52,100
17,0
17,60
15,188
17,205
71,666
34,90
36,60
36,135
20,115
23,155
19,120
31,304
55,0
37,0
46,620
65,120
75,60
58,0
39,90
60,300
27,40
18,215
51,0
36,90
41,0
51,30
36,0
22,0
46,50
63,0
80,0
35,565
27,180
26,0
45,169
31,120
56,630
31,120
60,300
54,180
64,60
38,160
33,0
